text,is_rumor,user.handle,created
"@PoliticalAnt @splcenter @nytimes Eh. During Katrina, those were the 1st neighborhoods they confiscated the guns. We are all slaves",0,LanceTruPatriot,1408943214000.0
"@PoliticalAnt @splcenter @nytimes step outta that white neighborhood and question a cop, doesn't matter your color, he is your slave master",0,LanceTruPatriot,1408943270000.0
@PoliticalAnt @splcenter @nytimes Then it seems #Ferguson has some hateful F@CK$. But the end result is the same. WE ARE SLAVES 2 THEM (LAW),0,LanceTruPatriot,1408943409000.0
@PoliticalAnt you have proof of this? Link? Source? @LanceTruPatriot @splcenter @nytimes,0,TheTrialFile,1408943442000.0
"@PoliticalAnt @LanceTruPatriot @splcenter @nytimes Whites typically have it easier in a country run by Whites. Seriously, why wouldn't they?",0,likkledolly,1408943606000.0
".@LanceTruPatriot @splcenter @nytimes #Ferguson is divided into a Black part that's under police tyranny, and a White part that's not.",0,PoliticalAnt,1408943630000.0
@TheTrialFile @PoliticalAnt @splcenter @nytimes Source(s): http://t.co/mGyv7nFNd2 2. http://t.co/vjqjkRVBK7 3.  http://t.co/gRd2mfKSfj,0,LanceTruPatriot,1408943719000.0
"@likkledolly @PoliticalAnt @splcenter @nytimes LMAO!!! BS! Wait until you're white, broke, and homeless. Color has nothing to do w/Tyranny",0,LanceTruPatriot,1408943785000.0
@LanceTruPatriot that shows white people making I❤️#Ferguson shirts? I don't think so. @PoliticalAnt @splcenter  @JIMRIDGEWAY,0,TheTrialFile,1408943791000.0
"@PoliticalAnt @splcenter @nytimes That's not unique. When you have urban sprawl, that TYRNNY $hit is the same for EVERYONE. White &amp; Black",0,LanceTruPatriot,1408943876000.0
@PoliticalAnt @splcenter @nytimes You have to see trailer parks with all white people. There are no favorites here. WE ARE ALL THE ENEMY,0,LanceTruPatriot,1408944025000.0
@PoliticalAnt @LanceTruPatriot  #changeiscoming #wethepeople will not B #bullied by PD anymore thank #Ferguson protesters #United RT &amp; #vote,0,Nowsolarwa,1408944082000.0
@likkledolly @PoliticalAnt @splcenter @nytimes This country isn't RUN by whites. It's run by corrupt bankers called THE FEDERAL RESERVE.,0,LanceTruPatriot,1408944205000.0
@PoliticalAnt @LanceTruPatriot @splcenter @nytimes The black community needs to settle themselves. Racism was gone 30 yrs ago...Grow up?,0,KarenMonsour12,1408944252000.0
"@LanceTruPatriot @PoliticalAnt @splcenter @nytimes I have PERSONALLY known Whites who lost everything, come back and pass me. PRIVILEGE.",0,likkledolly,1408944289000.0
@likkledolly @PoliticalAnt @splcenter @nytimes It's not a competition in God's eyes. It's a purpose of being righteous and true.,0,LanceTruPatriot,1408944448000.0
"@KarenMonsour12 @PoliticalAnt @splcenter @nytimes It still exists, but racism is the minority now. We see trough the façade. It's liberty",0,LanceTruPatriot,1408944519000.0
"@LanceTruPatriot @PoliticalAnt @splcenter @nytimes Yes, those of us old school do. #CommonCore education is the ruination of America!",0,KarenMonsour12,1408944669000.0
@KarenMonsour12 @PoliticalAnt @splcenter @nytimes 100% AGREED! But public education was the 1st step. And they succeeded. We slept then.,0,LanceTruPatriot,1408944843000.0
@LanceTruPatriot @PoliticalAnt @splcenter @nytimes PRIVILEGE is what makes all the difference. Not competing with you over who suffers more!,0,likkledolly,1408945016000.0
@likkledolly @PoliticalAnt @splcenter @nytimes Shelly... FREEDOM is WITHIN the SOUL of the beholder. Those who chain us wish 2 B gods.,0,LanceTruPatriot,1408945147000.0
This is what they aren't showing you on the media. These young men cleaning up after the riot. #Ferguson http://t.co/eDH53pfQyg,0,MatthewKick,1407940370000.0
This is what they aren't showing you on the media. These young men cleaning up after the riot. #Ferguson http://t.co/eDH53pfQyg,0,MatthewKick,1407940370000.0
"@MatthewKick Good on them! Ridiculous that someone had to do that, but glad to see people making positive change! Props!",0,SqualitasTempus,1407944038000.0
@MatthewKick @royhibbert23 http://t.co/AlcwGCoVDQ THE #FERGUSON POLICE DEPARTMENT THINKS ITS A JOKE,0,RealBSchneider,1407945117000.0
"Probably More Powerful if you hadn't said ""riot"" which is a word used to support police force @MatthewKick",0,ConsiderThis1,1407949749000.0
@MatthewKick Way to go Gentlemen 👍👍👍,0,TommieRetro,1407951404000.0
A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/BpMH784CFR,0,WesleyLowery,1407941219000.0
A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/BpMH784CFR,0,WesleyLowery,1407941219000.0
I'd be mad too if a child killer was loose. RT @WesleyLowery A few feet from where MichaelBrown was killed: #Ferguson http://t.co/HhN4E9XkdL,0,KimBrownTalks,1407941894000.0
@WesleyLowery http://t.co/AlcwGCoVDQ THE #FERGUSON POLICE DEPARTMENT THINKS ITS A JOKE,0,RealBSchneider,1407942048000.0
@WesleyLowery Not just killer cop. An expression of pathological refusal 2face reality - blacks in the original are better than non-,0,kirimba,1407945987000.0
@wesleylowery @occupyfr http://t.co/E4IU6zRvvj #crisis #TheyGunnedMeDown #JusticeForMikeBrown,0,Occupyomind,1407946499000.0
@WesleyLowery @PMorris153 omg I cant even begin to understand how this feels. Im so sorry for the pain and the lack of safety they feel,0,rems34,1407948221000.0
“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/qLD53CXDkl” Chilling.,0,saysfraser,1407975165000.0
RT @WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/JMMcRJcs77,0,Baltobabble,1407975169000.0
RT @WesleyLowery A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/w4fEhMC5lB,0,MohammadAliZ,1407975408000.0
RT @WesleyLowery A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/lXZRhUXU0Y,0,ChristineIAm,1407977970000.0
@ChristineIAm @fallongreen15 @WesleyLowery Brilliant. We need to set up a registry like they do with sex offenders. Inform the neighbors,0,tsquared2001,1407978126000.0
@tsquared2001 @ChristineIAm @WesleyLowery Yup,0,fallongreen15,1407978235000.0
@WesleyLowery this sign is dumb.,0,DougieVaughn,1407979026000.0
@WesleyLowery definitely adding that tweet to my site. http://t.co/PG3eM631Rz,0,xtw317,1407979084000.0
@WesleyLowery Please get all the pictures you can of what their doing in #Fergason Viewers depend on real investigative reporting @maddow,0,StCyrlyMe2,1407979888000.0
@WesleyLowery @traficopesado  sigue este link  http://t.co/iAIPlAdF61,0,LULU2684,1407983278000.0
@RealBSchneider @WesleyLowery  sigue este link  http://t.co/iAIPlAdF61,0,LULU2684,1407983300000.0
@WesleyLowery That sign shows how vast the space is between the Police and the community. #Heartbreaking,0,ohthesweet,1407984015000.0
"“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/M9jfHv0mQi”

#inners",0,ipimi,1407986687000.0
“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/dzdBR4QCUO”,0,Geedowh,1407986894000.0
“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/hwx04M6T5a” @ArsenioHall #UniteBlue #nerdland #inners,0,ReneNow,1407988296000.0
@WesleyLowery so sad!,0,anilyn,1407988322000.0
@WesleyLowery can you check on this guy https://t.co/l5xjYZCEx0,0,Squirrely007,1407988806000.0
@WesleyLowery fuuuuck...,0,turtleneck2006,1407990437000.0
@WesleyLowery  #repost #mikebrown #ferguson http://t.co/GDgb6a1641,0,jeff_carnie,1407990461000.0
“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/LWlOakUYa8” follow him for live accounts in #Ferguson,0,CariLita,1407991238000.0
@WesleyLowery why did swat team clear McD's? Just to get rid of #Journos? #FergusonPolice,0,tracybo,1407996767000.0
“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/lDNwyZ0JMg” so sad dude ..,0,esmeraldayaya09,1408001138000.0
@WesleyLowery multiply this by a 100 &amp; you get to know how Palestinians feel on a daily basis! Imported Israeli best practices. Next drones!,0,G_Serhal,1408007912000.0
@WesleyLowery I dare you to tell me this asshole was not involved in the beating of the hot dog vendor outside home depot last year! him and,0,brandleymatthew,1408017791000.0
@WesleyLowery 3 other people attacked a hot dog vendor outside a Home Depot @ robbed him with a hammer . Prove me wrong! I dare you!,0,brandleymatthew,1408017861000.0
@WesleyLowery If you libshits in the media say he had no prior law contact then prove me wrong!,0,brandleymatthew,1408017917000.0
@DougieVaughn @WesleyLowery You are dumb. There.,0,o_man84,1408032896000.0
"@WesleyLowery Like this from Miami - epidemic /RT ""@Dreamdefenders: Have you seen this man? We are looking for him. http://t.co/Gd7vQvzaVr""",0,JessicaGoldstei,1408033917000.0
“@WesleyLowery: A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/0kn4b99Uhk”,0,_QUEENnaae,1408035777000.0
@o_man84 @WesleyLowery Stupid.  Let it go.,0,DougieVaughn,1408041870000.0
@DougieVaughn @WesleyLowery Huh? Its been let go kiddo. I said my piece and kept it moving. Bye.,0,o_man84,1408042083000.0
"@WesleyLowery  and yet nobody saw the ""Beware Children: Bum Rushing store robber cop attackers may be close by"" sign.",0,drhelldigger,1409515494000.0
"Armed gunmen shoot local man as part of their reign of terror in Iraq. Oops! Nope, that was police in #Ferguson. My mistake.",0,TeaPartyCat,1407941458000.0
@TeaPartyCat Police were on combat operations. What did you expect?,0,seanb_us,1407941578000.0
@TeaPartyCat Police officer is tried and convicted in the court of public opinion prior to ACTUAL investigation. #AnotherDayOnTwitter,0,slow17motion,1407941621000.0
armed to better than the army compliments of Obams #DHS .@TeaPartyCat #Ferguson,0,regressivesRUs,1407941676000.0
@TeaPartyCat Why does this phenomenon continue? There needs to be a national discourse to revert. Black cops shooting unarmed Black kids?,0,drhenryhorace,1407941800000.0
"“@TeaPartyCat: Armed gunmen shoot local man as part of their reign of terror in Iraq. Oops! Nope, that was police in #Ferguson. My mistake.”",0,Rriahh_,1407942126000.0
@TeaPartyCat @kharyp and LA,0,UmbertoGuadelou,1407946873000.0
.@TeaPartyCat @EnigmaNetxx - check out this pix of militarized #Ferguson police approaching a citizen http://t.co/XSyUJRGBWW,0,TariAkpodiete,1407957704000.0
"@TariAkpodiete @TeaPartyCat   Thank You, TARI! Enjoy Your Day, TweetHEART!",0,EnigmaNetxx,1407958229000.0
"Iraqi terrorism, #Ferguson-style: http://t.co/WruuIHtto9 @TeaPartyCat @Veresapiens @PettyVendetta @j4k061n  @nagoul1 @mikearchy @theantigov",0,VicPopuli,1408012934000.0
Was occupation Iraq a dystopian training mission all along? @VicPopuli @TeaPartyCat @PettyVendetta @j4k061n @nagoul1 @mikearchy @theantigov,0,Veresapiens,1408013387000.0
"@Veresapiens yes, it was @VicPopuli @TeaPartyCat @PettyVendetta @j4k061n @nagoul1 @mikearchy @theantigov",0,dbyentzen,1408013663000.0
"If Michael Brown had shot and killed a #Ferguson police officer, would his identity be kept secret for his &amp; his family's safety?",0,RealMattKane,1407941587000.0
"If Michael Brown had shot and killed a #Ferguson police officer, would his identity be kept secret for his &amp; his family's safety?",0,RealMattKane,1407941587000.0
@RealMattKane if there was a bunch of social media threats and riots it would be.,0,LenardSchneider,1407941796000.0
@RealMattKane @iGet_Hoes_Hip He'll be on the front page and the officer name would be in small bold letters,0,CruelYear,1407944596000.0
@RealMattKane Do you believe that police would gather in protest and openly threaten the families lives?,0,BayouBlancOne,1407944615000.0
@CruelYear @RealMattKane and his address would be listed .,0,iGet_Hoes_Hip,1407944633000.0
@RealMattKane @DavidSTLhss We have had officers shot and killed in Stl was the shooters family harmed? Any riots in the streets?,0,coachKC12,1407944846000.0
"@RealMattKane @jewpac21 no because the public wouldn't be outraged about it, it's only national news when a cop kills someone",0,Kerrakpo304,1407955565000.0
@LenardSchneider @RealMattKane Youse a damn lie. 2 cops died where I live and the suspects photo was up within the hour,0,kiffanik,1407955831000.0
"@Kerrakpo304 @RealMattKane I suppose that's true, depending on the circumstances of the situation",0,jewpac21,1407955910000.0
@RealMattKane hell no! they'd let media get his name the minute it happened.,0,ks_hippy,1407957309000.0
@kiffanik @RealMattKane were there threats of murdering the suspects family? Was the suspect know/in custody?,0,LenardSchneider,1407957504000.0
@RealMattKane @ChakaSwan no.,0,airisullivan,1407957509000.0
"@RealMattKane absolutely not, his name &amp; pic would be plastered everywhere!",0,28Stinni,1407957588000.0
@LenardSchneider @RealMattKane 1/2 his family were arrested in the weeks after. George Zimmerman is alive.,0,kiffanik,1407957603000.0
@RealMattKane @ukno_iroc hell no. Police would release him in a heartbeat !!!!!,0,_obeyaubre,1407957615000.0
@kiffanik @RealMattKane I think he's the cop in Ferguson. That's why they ain't releasing name.,0,LenardSchneider,1407957654000.0
"@LenardSchneider @RealMattKane I wouldn't be surprised. The cop probably still is on duty, looking for protesters to shoot.",0,kiffanik,1407957914000.0
@RealMattKane @JesseCody1,0,teeps80,1407969388000.0
@RealMattKane @jeffwired hell to the nah!,0,Nupe117,1407971236000.0
@RealMattKane Congrats on your 250★ tweet! http://t.co/MX7CTli7VM,0,Favstar250,1408079163000.0
You're either furious about this or protecting your entitlement. I believe it to be this simple: #Ferguson #Trayvon http://t.co/0SDoF5zobe,0,Marmel,1407942065000.0
You're either furious about this or protecting your entitlement. I believe it to be this simple: #Ferguson #Trayvon http://t.co/0SDoF5zobe,0,Marmel,1407942065000.0
"@Marmel THEY'RE ALL REPUBLICAN FANATICS,THAT HATE EVERYONE,EXCEPT UPPER1% &amp; MONOEY",0,jjbenz19,1407942314000.0
@Marmel @UES_Bella TFF When a black dude commits a crime and is at-large neither media nor police will include race in suspect's description,0,NickDeBabylon,1407942609000.0
@Marmel 2nd amend is to protect people from tyrant government. #Ferguson should arm themselves too! #bundyranch did it right.,0,556boyer,1407944325000.0
"@Marmel, 25 Favs! Your tweet has been favorited by 25 people. http://t.co/kpIvZ2NSue",0,favstar_bot9,1407946182000.0
"@Marmel Please explain, what were the protestors in Bundy Ranch looting?",0,CLAYGATLIN,1407948086000.0
@CLAYGATLIN @Marmel My tax money that they wouldn't pay back for being lazy fucks,0,Psykodoughboy,1407950085000.0
"@Marmel, 50 Favs! Your tweet has been favorited by 50 people. http://t.co/qrDhM6V6Sh",0,favstar_bot27,1407950467000.0
@Marmel If gun nuts weren't racist and really cared about protecting people from tyranny they'd be in #Ferguson instead of #BundyRanch .,0,bashertroll05,1407951991000.0
"@Marmel Man, your tweets are informative.  Thank-you",0,ChicagoRichUSMC,1407952333000.0
@bashertroll05 @ShelbyKentStewa @Marmel They might actually get hurt in Ferguson.,0,Iacoguy,1407952390000.0
@Iacoguy @ShelbyKentStewa @Marmel Exactly. These are the same assholes wanting us to back into Iraq and fight #ISIS. Send THEM in.,0,bashertroll05,1407952768000.0
@bashertroll05 @ShelbyKentStewa @Marmel Exactly.Everyone who wants war has to b on the front lines.I don't give a shit if you're on crutches,0,Iacoguy,1407953107000.0
@bashertroll05 @ShelbyKentStewa @Marmel I will personally tweet boy george to remake that bloody awful War song. And everyone gotta listen.,0,Iacoguy,1407953175000.0
"@Iacoguy LMAO. You go, Big J. @bashertroll05 @Marmel",0,ShelbyKentStewa,1407953603000.0
"@ShelbyKentStewa @bashertroll05 @Marmel seriously, congress wants it, every aye vote had to sign up. Cletus in Texas wants it, he signs up.",0,Iacoguy,1407953772000.0
@ShelbyKentStewa @bashertroll05 @Marmel And i hate that song!,0,Iacoguy,1407953801000.0
"@Iacoguy @ShelbyKentStewa @Marmel I agree 100%. We can start with Bush, Cheney and McCain, then throw in Hannity and O'Reilly.",0,bashertroll05,1407954316000.0
@bashertroll05 I'll even pack their bags and see them off! @Iacoguy @Marmel,0,ShelbyKentStewa,1407954420000.0
People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM,0,GOPTeens,1407942173000.0
People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM,0,GOPTeens,1407942173000.0
@GOPTeens too far😂😂😂,0,kimpagee,1407942235000.0
@GOPTeens definitely too far,0,scHoolboydanny,1407942251000.0
“@GOPTeens: People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/D1iEc9rPcK” PLEASE FUCK YOURSELF W A CACTUS,0,quite_savie,1407942317000.0
I say @GOPTeens doesn't go too far enough!,0,enamelanimal,1407942350000.0
@GOPTeens normally your page is funny but you can fuck right off for this,0,C0dizzle,1407942379000.0
@GOPTeens that #unarmed guy was definitely #asking for it if you ask me.,0,Mathias_ray,1407942459000.0
@GOPTeens OH my god!!!!!,0,Crazy_Brett,1407942552000.0
“@GOPTeens: People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/WjYm809yoz” is this a joke? An elaborate troll?,0,jessecurry,1407942662000.0
@GOPTeens @miamidecor Are you out of your little minds?? Who is attacking who here??,0,luckylindy31,1407942677000.0
@GOPTeens people on here gotta lighten up,0,tecmobowl34,1407942782000.0
"@GOPTeens How are people upset by this? You realize it's a parody account, right? I thought it was perfect!",0,BlueBryan24,1407942863000.0
"@GOPTeens ""brave heroes"" don't intimidate/kill peaceful citizens.Cops NOT ""heroes"" by default,many bad apples. Badge=license 2kill #Ferguson",0,victoriasview,1407942923000.0
"If u know this acct is satire, this is great. “@GOPTeens: People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/KAejPIFb1l”",0,JoeAlv,1407943044000.0
"@GOPTeens  You're a ""Poe"", right?  Oh, please be a ""Poe""!  http://t.co/FyeLnIjt47",0,NuaEabhrac,1407943148000.0
@keirhaug haha it's a parody account.,0,Shep133,1407944000000.0
"@GOPTeens bad satire, 1/10",0,acid_for_blood,1407944047000.0
@NuaEabhrac @GOPTeens yes,0,natechartier1,1407944331000.0
"“@GOPTeens: People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/m0znkuRfr1”

OH MY GOD IM DEAD",0,natechartier1,1407944361000.0
@natechartier1 @GOPTeens  Whew!  Thank you!,0,NuaEabhrac,1407944374000.0
@GOPTeens Are you a satirical account or???,0,clrlzbthlrsn,1407944563000.0
@clrlzbthlrsn @GOPTeens yup,0,natechartier1,1407944593000.0
@clrlzbthlrsn Yes. haha,0,anaserhall,1407944716000.0
@anaserhall thank GOD,0,clrlzbthlrsn,1407944756000.0
@GOPTeens Carry on ;),0,clrlzbthlrsn,1407945354000.0
@Icampintense lol dude it's written by the onion. It's 100% sarcastic.,0,TheMisterRogers,1407946824000.0
@TheMisterRogers god damn you,0,Icampintense,1407946937000.0
@TheMisterRogers fucker,0,Icampintense,1407946942000.0
"@jessecurry given this tweet, I’m gonna go with troll: https://t.co/8eZS3eQXKc",0,EricAsberry,1407951723000.0
@BlueBryan24 Exactly. The fact that people think it's 'too far' just highlights what a messed-up issue it actually is in reality,0,BoobyJargon,1407956724000.0
@Icampintense bro it's the 5th best account on twitter,0,TheMisterRogers,1407970266000.0
“@GOPTeens: People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/xCKZeAuy5I” ......,0,MsTosciMarie,1408029057000.0
@taskforcekilla_ @GOPTeens confused af,0,swirlg0ddess,1408046695000.0
@swirlg0ddess @GOPTeens same,0,taskforcekilla_,1408047181000.0
"@taskforcekilla_ @Idontlikeudude GOP Teens is a parody account, so this pic is purely ironic http://t.co/2g4UIqsOZr",0,GingerSlim,1408048067000.0
@GOPTeens ok so it is a joke,0,gsodoh,1409177519000.0
"WOW! #Ferguson police tell a resident a girl was shot in the head, she asks by who, partner of the cop silences him https://t.co/a0WfBzV5QU",0,SoulRevision,1407942745000.0
"WOW! #Ferguson police tell a resident a girl was shot in the head, she asks by who, partner of the cop silences him https://t.co/a0WfBzV5QU",0,SoulRevision,1407942745000.0
"“@SoulRevision: #Ferguson police tell resident a girl was shot in head, she asks by who, partner of cop silences him https://t.co/wZCHSqD3mg",0,CaseyJAldridge,1407943349000.0
@SoulRevision I don't care if the police statement was a scare tactic. They need to allow people to go home.,0,Pinkomomma,1407943475000.0
"@SoulRevision Old info, he say it wasn't them. The ""peaceful protesters"" did it.",0,ConservRachel,1407943617000.0
@SoulRevision why do you people lie like that she was shot in a drive by so quit your damn lieing thats why you people make it even worse,0,willmark882,1407943619000.0
@SoulRevision http://t.co/AlcwGCoVDQ THE #FERGUSON POLICE DEPARTMENT THINKS ITS A JOKE,0,RealBSchneider,1407943646000.0
@willmark882 what the hell kinda of drive by is gonna happen when people can't even drive in the streets. Use logic,0,oozebeamers,1407943756000.0
@oozebeamers all your doing is makeing it worse by this kinda stuff watch the news and ill bet you dont even live in missouri,0,willmark882,1407943935000.0
"@SoulRevision No Race can destroy Gods earth because one of their own race is mistreated , blacks kill blacks do they riot when that happens",0,OnoUdidnt374,1407944243000.0
@SoulRevision keep getting these videos. The people need to see the interactions with these pig cops.,0,sequitir,1407944312000.0
"@oozebeamers @willmark882 Dont watch the news, the media isnt even allowed in the area. How do you suspect they report accurately from afar?",0,QueenOfVibess,1407945444000.0
@OnoUdidnt374 Yes. You don't show up to those protests.,0,iloveclassie,1407949326000.0
@SoulRevision .. And it's the black cop who silences him.,0,alwaystheself,1407950399000.0
@CaseyJAldridge @SoulRevision Why would one officer put his hand over the mouth of another officer #Ferguson  https://t.co/dfaWpjbYUT,0,ItsMeBelle557,1407950780000.0
@iloveclassie Really when are them protests surely not on the news  and it happens 100s of times more than any other race killing their own,0,OnoUdidnt374,1407955067000.0
@OnoUdidnt374 They don't make the news! That's the point!,0,iloveclassie,1407957237000.0
"@OnoUdidnt374  As the largest racial group, whites commit the majority of crimes in America.",0,iloveclassie,1407957312000.0
"@OnoUdidnt374 In particular, whites are responsible for the vast majority of violent crimes.",0,iloveclassie,1407957316000.0
"#MorningReads: Terrifying result of police militarization on display in #Ferguson, MO http://t.co/hpJPTohzzi",0,BillMoyersHQ,1407942954000.0
"#MorningReads: Terrifying result of police militarization on display in #Ferguson, MO http://t.co/hpJPTohzzi",0,BillMoyersHQ,1407942954000.0
@BillMoyersHQ  it's just the beginning Bill...,0,MikeHense,1407944148000.0
"FIFY: Terrifying result of days of mob/thug violence on display in #Ferguson,MO http://t.co/MB9BBhlI1U @BillMoyersHQ",0,Micky_Finn,1407944185000.0
.@BillMoyersHQ Thank you for linking that video. Police need to recognize that militarizing provokes ongoing righteous anger. #Ferguson,0,Pinkomomma,1407945094000.0
"“@BillMoyersHQ: #MorningReads: Terrifying result of police militarization on display in #Ferguson, MO http://t.co/gYkM5NaFK9”",0,CuomoElia,1407946119000.0
@BillMoyersHQ Wow! Powerful video. Shameless action by #Ferguson police.,0,reneejulene,1407946841000.0
@BillMoyersHQ It may look that way to the public but as violence on the streets keep escalating the safety equip. Of the LE increases.,0,bartnbeka,1407947257000.0
@BillMoyersHQ Can someone tell me again why our domestic police need to be militarized? Aren't military &amp; police supposed to be separate?,0,allen_osuno1,1407958501000.0
"@Pinkomomma @BillMoyersHQ It has been shown that when people are given undue authority or are armed to the teeth,they tend to do bad things.",0,allen_osuno1,1407958593000.0
"@BillMoyersHQ Pentagon didn't have boots on the ground in Ferguson, but it did have wheels on the street http://t.co/oNZDUBVm9l",0,DavidMastio,1407958857000.0
@allen_osuno1 @BillMoyersHQ Or lack decent education about a more peaceful form of response to public anger.,0,Pinkomomma,1407967018000.0
"RT @BillMoyersHQ: #MorningReads: Terrifying result of police militarization on display in #Ferguson, MO http://t.co/xF4Zb82WCz",0,cbtbaldwin,1407991974000.0
Realist picture you will see today.. #Ferguson http://t.co/PAMtLUxIXm,0,ClayPerryMusic,1407943352000.0
Realist picture you will see today.. #Ferguson http://t.co/PAMtLUxIXm,0,ClayPerryMusic,1407943352000.0
@ClayPerryMusic Wow . #SadButTrue,0,TheKid_Apollo,1407943510000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/8bls8RM4zq”crazy how this world got,0,King_goldchain,1407990922000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/tIAwuegdVV”,0,JadeMcKnight_,1408000061000.0
"So sad, but true... ""@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/y73g9XdMBu""",0,Shadid13,1408000792000.0
REAL SHIT “@JadeMcKnight_: “@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/UoAisBLLSL””,0,DatboySlim326,1408001065000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/zJoMpz7i0L”,0,YXXNGTRIBE,1408001551000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/3HxNYsh9Aw” deep af.,0,RiRisBff,1408001697000.0
@ClayPerryMusic @BarackObama,0,cheyo_antraxx,1408001716000.0
@ClayPerryMusic Congrats on your 250★ tweet! http://t.co/vggsfxZJkT,0,Favstar250,1408001828000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/rOgjg6QbhD”,0,Sarah_Mariexo,1408001953000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/d2PsOQ8d1E” woah..,0,aubreysoctober,1408002058000.0
@ClayPerryMusic Congrats on your 500★ tweet! http://t.co/DSwuraH0JW,0,Favstar500Favs,1408002403000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/syaFJA9sQJ” #TrueStory Wake up People!,0,VaggaGee909,1408002664000.0
#StandWithFerguson #PrayForFerguson #JusticeForMikeBrown RT @ClayPerryMusic: Realist pic u will see today.. #Ferguson http://t.co/RWg2Slz2QC,0,MJCB_Junky,1408003138000.0
Via @ClayPerryMusic: Realist picture you will see around the world.. #Ferguson #gaza #syria http://t.co/P3fDedavY9”,0,HunadahAlhariri,1408003605000.0
👉👉“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/XjJAzH7tMC”,0,iamporgy,1408003786000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/tPR3gMZotG”,0,sinfulreligion,1408003854000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/nytyhK9y7k” conspiracy.,0,_anaele,1408004012000.0
@ClayPerryMusic Congrats on your 1000★ tweet! http://t.co/ZZamBTKv8m,0,favstar1000favs,1408004401000.0
@ClayPerryMusic @plalor just missing the camera man asking him to shoot,0,luke_ablett,1408004434000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/KpeMHms4Jh” Deep.,0,Love4ThaGame_,1408007651000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/wx82ucgEar” crazy,0,_J23H_,1408018950000.0
“@oh_msross: “@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/29GuDC1cmZ” ACCURATE”,0,LivingLegend10,1408039829000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/KBGxHFqygR”,0,FlexFor_LEX,1408040404000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/lLK9Bj0XpK”,0,WOAHBaby_SP,1408051961000.0
"@HunadahAlhariri Thank you for standing with us (african american). We are rusty with multitasking imo.  But we do stand with you,",0,theeventbutler,1408065097000.0
@HunadahAlhariri appreciate your tweets.  I will make sure I stand with you guys.,0,theeventbutler,1408065128000.0
"@theeventbutler :)
I think it is my only option is to stand with u guys when u r treated so unfairly",0,HunadahAlhariri,1408083229000.0
"@theeventbutler no need to say ""wouldn't u do it for us"" cause u r just doing the same thing for us :)",0,HunadahAlhariri,1408083301000.0
@HunadahAlhariri Thank you sister! Look at this beautiful thing please (see next tweet),0,theeventbutler,1408093335000.0
@HunadahAlhariri Hamde Abu tells #Ferguson that #Palestine knows what it means to be shot for your ethnicity http://t.co/3ICLUfH7NJ,0,theeventbutler,1408093462000.0
“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/et9HVylXEq”,0,TonDre_1200,1408217291000.0
"“@ClayPerryMusic: Realist picture you will see today.. #Ferguson http://t.co/ATzUqF9asB”
@BigBoi",0,MikeJQuintero,1408243848000.0
