coordinates,created,favorite_count,has_url,hashtags_count,id,in_reply_id,in_reply_user,is_rumor,is_source_tweet,lang,mentions_count,retweet_count,retweeted,symbols_count,text,thread,tweet_length,urls_count,user.followers_count,user.friends_count,user.tweets_count
,Wed Oct 22 18:41:11 +0000 2014,1,True,1,524993889057660930,524993612279336960,,False,False,en,1,0,False,0,"“@RealAlexJones: Censorship: RCMP Asks Public Not to Post Photos, Videos of #OttawaShooting http://t.co/u0YghPtg1J http://t.co/d5BJ2YJy5W”",524993612279336960,138,1,1668,1260,80567
,Wed Oct 22 18:41:16 +0000 2014,0,False,0,524993908653449216,524993612279336960,,False,False,en,2,0,False,0,@RealAlexJones @Blubdha fuck them,524993612279336960,33,0,986,925,6180
,Wed Oct 22 18:41:28 +0000 2014,0,False,0,524993957907140608,524993612279336960,,False,False,en,1,0,False,0,@RealAlexJones  Royal Colonial Mounty Police.,524993612279336960,45,0,69,270,102
,Wed Oct 22 18:41:35 +0000 2014,0,False,0,524993990840811520,524993612279336960,,False,False,en,1,0,False,0,"@RealAlexJones Why havent they just turned of all mobile comms.

Problem solved",524993612279336960,79,0,996,1276,50160
,Wed Oct 22 18:41:52 +0000 2014,0,False,0,524994061028311040,524993612279336960,,False,False,en,1,0,False,0,@RealAlexJones Oh would you just shut up !! Dumbass !!,524993612279336960,54,0,692,1306,3612
,Wed Oct 22 18:42:25 +0000 2014,1,False,0,524994197607444482,524993612279336960,,False,False,en,1,0,False,0,@RealAlexJones that tweet is inaccurate.  They verbally stated that they did not want the locations of officers tweeted for officer safety.,524993612279336960,139,0,55,151,1602
,Wed Oct 22 18:42:29 +0000 2014,2,False,2,524994216339197954,524993612279336960,,False,False,en,1,1,False,0,@RealAlexJones does more to expose the horrible truth than anyone on #MSM. #LionelNation,524993612279336960,88,0,10590,596,126371
,Wed Oct 22 18:42:40 +0000 2014,0,False,0,524994260626857985,524993612279336960,,False,False,en,1,0,False,0,"@RealAlexJones false flags are usually aimed at civilians, but let's see what rights they want to take away in the name of this",524993612279336960,127,0,63,301,2888
,Wed Oct 22 18:42:42 +0000 2014,0,False,0,524994269019652098,524993612279336960,,False,False,en,1,0,False,0,"@RealAlexJones it's still on gong, makes sense, tomorrow they should be able to upload what they want, worry about you own country",524993612279336960,130,0,29,92,1713
,Wed Oct 22 18:42:58 +0000 2014,0,False,0,524994335025012737,524993612279336960,,False,False,en,1,0,False,0,@RealAlexJones They *asked*?? Oh the horror! Such jackbooted thugs!,524993612279336960,67,0,14,90,64
,Wed Oct 22 18:43:01 +0000 2014,0,False,0,524994350884061184,524993612279336960,,False,False,en,1,0,False,0,"@RealAlexJones  Get busy RCMP, forget that, sounds like the camel getting it's nose under the tent on the way to martial law, TRUST US SHIT",524993612279336960,139,0,162,38,13503
,Wed Oct 22 18:43:46 +0000 2014,0,False,0,524994537350266880,524993612279336960,,False,False,en,2,0,False,0,@RealAlexJones if we wanted a foreigner talking about Canada we'd ask for @piersmorgan,524993612279336960,86,0,29,92,1713
,Wed Oct 22 18:43:58 +0000 2014,0,False,0,524994590269767680,524993612279336960,,False,False,en,1,0,False,0,"“@RealAlexJones: Censorship: RCMP Asks Public...
Requesting is not censoring.",524993612279336960,77,0,7,30,672
,Wed Oct 22 18:44:15 +0000 2014,0,False,0,524994660339814400,524993889057660930,,False,False,en,2,0,False,0,@HolisticStone @RealAlexJones has not to do with censorship. It's about safety and security. loose lips sink ships. http://t.co/kwvyKpzOD0,524993612279336960,138,0,98,335,2103
,Wed Oct 22 18:44:36 +0000 2014,0,False,0,524994749007425536,524994350884061184,,False,False,en,1,0,False,0,"@RealAlexJones TWITTER is now the 4TH arm of American government as the MSM has sold out and is sucking DC dicks. The last free press, TWEET",524993612279336960,140,0,162,38,13503
,Wed Oct 22 18:45:13 +0000 2014,0,False,0,524994901847470082,524993612279336960,,False,False,en,1,0,False,0,@RealAlexJones Heaven forbid that the real story should get out before the RCMP  had a chance to censor/whitewash it.,524993612279336960,117,0,16,95,3927
,Wed Oct 22 18:46:40 +0000 2014,0,False,0,524995267394035712,524994350884061184,,False,False,en,1,0,False,0,"@RealAlexJones  we know more about fighting in Kobani b/c of TWITTER than we do about Ottawa and certainly not from NBC,CBS,ABC",524993612279336960,127,0,162,38,13503
,Wed Oct 22 18:47:04 +0000 2014,0,False,0,524995370448068609,524993612279336960,,False,False,en,1,0,False,0,@RealAlexJones 100 yrds from street to front of par/building..how does guy with long gun make it in past 4 armed security officers?,524993612279336960,131,0,5,32,113
,Wed Oct 22 18:48:08 +0000 2014,1,False,1,524995638363422720,524993848347357184,,False,False,en,3,0,False,0,.@Thx4SharingJerk @RealAlexJones Also Alex we need @Partisangirl to tie all this to #GamerGate somehow.,524993612279336960,103,0,1395,1303,22270
,Wed Oct 22 18:50:57 +0000 2014,0,False,0,524996345447211008,524994901847470082,,False,False,en,2,0,False,0,"@BobCongdon51 @RealAlexJones Or, you know...  giving intel on police positions to those involved is kind of a jackassed thing to do?",524993612279336960,132,0,41,39,3350
,Wed Oct 22 18:52:28 +0000 2014,0,False,0,524996727778979841,524996345447211008,,False,False,en,2,0,False,0,@BobCongdon51 @RealAlexJones It's censorship if they stop it after it's over.  Safety issue when they want it stopped while its going on.,524993612279336960,137,0,41,39,3350
,Wed Oct 22 18:42:30 +0000 2014,33,False,1,524994218964815873,,,False,True,en,1,155,False,0,#OttawaShooting situation is fluid and ongoing.  Remain vigilant and aware. Tip line 613-236-1222 x5493 c: @RCMP_Nat_Div ^JT,524994218964815873,124,0,15617,646,4291
,Wed Oct 22 18:43:22 +0000 2014,0,False,0,524994437710360576,524994218964815873,,False,False,en,2,0,False,0,@RCMPONT @RCMP_Nat_Div  why r we still locked down in Tunney's Pasture,524994218964815873,70,0,357,1397,3464
,Wed Oct 22 18:45:48 +0000 2014,0,False,0,524995048199704576,524994218964815873,,False,False,en,2,0,False,0,@RCMPONT @RCMP_Nat_Div no need to be cryptic..just tell us if there are still suspects on the loose? Any suspects are not stupid...they know,524994218964815873,140,0,69,154,197
,Wed Oct 22 21:47:17 +0000 2014,0,False,0,525040722303778816,524994218964815873,,False,False,en,3,0,False,0,@RCMPONT @OttawaPolice @RCMP_Nat_Div Show us the list of the 90 humans you plan to kill kill? Tell the Human's right to FREEDOM of movement!,524994218964815873,140,0,970,2001,20885
,Wed Oct 22 22:10:18 +0000 2014,0,False,0,525046513102499840,524994218964815873,,False,False,en,3,0,False,0,"@OttawaPolice @RCMPONT @RCMP_Nat_Div I hope the ppl, who have their passports seized and are travel risks, are under constant surveillance?",524994218964815873,139,0,193,736,502
,Wed Oct 22 23:05:06 +0000 2014,0,False,2,525060306687754241,524994218964815873,,False,False,en,3,0,False,0,@RCMPONT @OttawaPolice @RCMP_Nat_Div Thank you &amp; Stay safe #Ottawa #proudcanadian,524994218964815873,85,0,24,57,110
,Wed Oct 22 18:45:28 +0000 2014,51,True,1,524994965366382593,,,False,True,en,0,133,False,0,"Wilson claimed he ""radioed for assistance"" http://t.co/kyWs5y2dHR Discredited by dispatch transcripts: http://t.co/lIfHRshmJp #Ferguson",524994965366382593,135,2,698,1138,2103
,Wed Oct 22 18:46:34 +0000 2014,6,False,0,524995241389330432,524994965366382593,,False,False,en,1,3,False,0,Shout out to @ubervaper for info leading to this discrepancy.,524994965366382593,61,0,736,1160,2251
,Wed Oct 22 19:04:00 +0000 2014,0,False,0,524999629981495297,524995241389330432,,False,False,en,2,0,False,0,“@ArrestWilson: Shout out to @ubervaper for info leading to this discrepancy.”,524994965366382593,78,0,60,266,469
,Wed Oct 22 19:24:19 +0000 2014,1,False,1,525004742607777792,524994965366382593,,False,False,en,1,0,False,0,"@ArrestWilson Yes, because people smoked up, and already wounded, always charge police!!  Makes total sense.  #Ferguson",524994965366382593,119,0,48,39,2148
,Wed Oct 22 19:27:46 +0000 2014,0,False,0,525005611788804097,524994965366382593,,False,False,und,1,0,False,0,@ArrestWilson,524994965366382593,13,0,91,197,115
,Wed Oct 22 19:30:26 +0000 2014,0,False,1,525006282881658881,524994965366382593,,False,False,en,1,0,False,0,"@ArrestWilson #ferguson dispatch scripts from county frequency, ferguson has own freq. We need those transcripts so we stop sounding stupid.",524994965366382593,140,0,12,4,147
,Wed Oct 22 19:31:14 +0000 2014,2,False,0,525006482262487040,524994965366382593,,False,False,en,2,4,False,0,"@ArrestWilson @princss6
When ppl LIE, they're telling u they fear the truth b/c they're guilty of something; otherwise, they wouldn't ""LIE"".",524994965366382593,140,0,472,528,21998
,Wed Oct 22 19:38:06 +0000 2014,15,False,0,525008211909160961,524994965366382593,,False,False,en,1,33,False,0,@ArrestWilson As former dispatch supervisor I listened to the entire tape. Nowhere on it is DW asking for back up.,524994965366382593,114,0,88,156,1405
,Wed Oct 22 20:19:32 +0000 2014,1,False,0,525018639771385857,524994965366382593,,False,False,en,1,1,False,0,@ArrestWilson he lied he never did nor did the store owner call in a robbery,524994965366382593,76,0,3626,3992,13445
,Wed Oct 22 20:54:45 +0000 2014,8,False,0,525027502688047104,524994965366382593,,False,False,en,1,16,False,0,"@ArrestWilson He radioed for ""crowd control"" after the fact. He knew he had F'd up big time.No ambulance, no shots fired call@bashertroll05",524994965366382593,139,0,1630,1726,8203
,Wed Oct 22 20:57:38 +0000 2014,2,False,0,525028225177493504,524994965366382593,,False,False,en,2,2,False,0,"@ArrestWilson @bashertroll05

Ok, now that he's PROVEN he is a liar, when do we arrest him?!!",524994965366382593,93,0,799,840,13489
,Wed Oct 22 21:18:55 +0000 2014,1,False,0,525033583220912129,525028225177493504,,False,False,en,2,2,False,0,"@mkulltra @ArrestWilson Prosecutor doesn't want to try the case, no matter the evidence. They are leaking stories to make Brown look guilty.",524994965366382593,140,0,2288,2378,40023
,Wed Oct 22 21:25:16 +0000 2014,3,False,0,525035180902199296,525033583220912129,,False,False,en,2,3,False,0,"@bashertroll05 @ArrestWilson

How in the hell could we let our system come to this?

We've got lots of work to do!",524994965366382593,114,0,799,840,13489
,Wed Oct 22 21:50:06 +0000 2014,1,False,0,525041432558440449,525008211909160961,,False,False,en,3,0,False,0,"@dodi70 @DanteB4u @ArrestWilson Ferguson PD has their own dispatch, &amp; supposedly he asked them for back up. I want to hear Ferguson PD tapes",524994965366382593,144,0,557,401,14887
,Wed Oct 22 21:50:59 +0000 2014,1,False,0,525041651454967812,525041432558440449,,False,False,en,3,0,False,0,"@dodi70 @DanteB4u @ArrestWilson If u don't live in STL, those tapes are STL county PD, &amp; Ferguson in STLCO, but is muni w/own pd etc",524994965366382593,136,0,557,401,14887
,Wed Oct 22 21:51:24 +0000 2014,0,False,0,525041756593610752,525008211909160961,,False,False,en,2,0,False,0,"@dodi70 @ArrestWilson 
plz stop embarrassing yourself. It is county's tape,  not ferguson dispatch. Listen all u want on wrong frequency.",524994965366382593,137,0,12,4,147
,Wed Oct 22 21:53:08 +0000 2014,1,False,0,525042194374459392,525041756593610752,,False,False,en,2,1,False,0,@JerrylsKidz @dodi70 They would have been notified of officer involved shooting. Instead they learned from media reports.,524994965366382593,121,0,736,1160,2251
,Wed Oct 22 21:59:32 +0000 2014,2,False,0,525043805935140865,524994965366382593,,False,False,en,2,5,False,0,@ArrestWilson @DanteB4u Pretty clear by now that Wilson summarily executed Brown on the street. Equally clear he's gonna walk.,524994965366382593,126,0,1483,1340,45343
,Wed Oct 22 22:00:38 +0000 2014,3,False,0,525044080292552704,524994965366382593,,False,False,en,1,8,False,0,.@ArrestWilson He actually claims 2X that he radioed in. 1st when he initially saw MB walking. 2nd in car. BOTH LIES. http://t.co/9ov3T2VfMC,524994965366382593,140,0,556,63,4842
,Wed Oct 22 22:02:52 +0000 2014,1,False,0,525044642040274944,525044080292552704,,False,False,en,1,1,False,0,@mikebrowncover I don't think he or his friendly leakers can keep his story straight at this point.,524994965366382593,99,0,736,1160,2251
,Wed Oct 22 22:07:25 +0000 2014,0,False,0,525045786480898048,525042194374459392,,False,False,en,2,0,False,0,@ArrestWilson @dodi70 u dont know and are only inferring on ferguson radio traffic until you get to hear or read transcripts of IT. Facts.,524994965366382593,138,0,15,4,172
,Wed Oct 22 22:10:24 +0000 2014,0,False,1,525046540268613632,525043805935140865,,False,False,en,2,0,False,0,"@HankMobleyLives @ArrestWilson - #DarrenWilson will not walk, he may limp away with soiled britches, but he is forever tainted. Process Rig!",524994965366382593,140,0,12197,11198,43251
,Wed Oct 22 22:16:06 +0000 2014,1,False,0,525047974007951360,525041432558440449,,False,False,en,4,0,False,0,@scottishtoodler @dodi70 @DanteB4u @ArrestWilson that audio was released back in august. No call for back up. Only for crowd control after.,524994965366382593,139,0,658,1831,2512
,Wed Oct 22 22:35:06 +0000 2014,0,False,2,525052754918526977,525046540268613632,,False,False,en,3,0,False,0,@DanteB4u @HankMobleyLives @ArrestWilson Holy I pooped my pants batman #DarrenWilson next thing U know he'll be #chokenchickens n da pen.,524994965366382593,137,0,23,53,1354
,Wed Oct 22 22:54:16 +0000 2014,0,False,0,525057577072095232,525035180902199296,,False,False,en,2,0,False,0,@mkulltra @ArrestWilson Nothing much has changed since Jim Crow in Missouri.,524994965366382593,76,0,2298,2395,40505
,Thu Oct 23 03:12:01 +0000 2014,1,False,0,525122445141741571,525045786480898048,,False,False,en,2,0,False,0,"@JerrylsKidz @ArrestWilson The entire dispatch day is on You Tube, so you don't know. Go listen to it like I did.",524994965366382593,113,0,92,157,1447
,Thu Oct 23 03:14:45 +0000 2014,0,False,0,525123130340036609,525045786480898048,,False,False,en,2,0,False,0,"@JerrylsKidz @ArrestWilson Oh, so stock photo you are one of the Conservative nut jobs/racist trolls.",524994965366382593,101,0,92,157,1447
,Thu Oct 23 03:18:15 +0000 2014,1,False,0,525124012112756737,525041651454967812,,False,False,en,3,0,False,0,@scottishtoodler @DanteB4u @ArrestWilson StL Cnty does dispatch for them. You can hear it on the dispatch tape.,524994965366382593,111,0,92,157,1447
,Thu Oct 23 03:19:31 +0000 2014,0,False,0,525124329735208960,525123130340036609,,False,False,en,2,0,False,0,"@dodi70 @JerrylsKidz Yep, troll account created to harass Ferguson activists. Look at who it follows.",524994965366382593,101,0,746,1165,2329
,Thu Oct 23 03:20:58 +0000 2014,0,False,0,525124696031780864,525041651454967812,,False,False,en,3,0,False,0,@scottishtoodler @DanteB4u @ArrestWilson County dispatches for FPD and at least one other Pd.,524994965366382593,93,0,92,157,1447
,Thu Oct 23 03:22:10 +0000 2014,0,False,0,525124996213919744,525124329735208960,,False,False,en,2,0,False,0,"@ArrestWilson @JerrylsKidz Yeah, I looked.",524994965366382593,42,0,92,157,1447
,Thu Oct 23 03:26:40 +0000 2014,0,False,0,525126129699807232,525124012112756737,,False,False,en,3,0,False,0,"@dodi70 @DanteB4u @ArrestWilson they do but Ferguson has its own dispatch, I have asked a lot of ppl, also cops when I was in jail at Berkle",524994965366382593,140,0,559,413,15258
,Thu Oct 23 03:27:14 +0000 2014,0,False,0,525126273547640832,525124012112756737,,False,False,en,3,0,False,0,"@dodi70 @DanteB4u @ArrestWilson Ferguson has own dispatch, would like to hear those tapes too, but very interesting in this ""no record"" FPD",524994965366382593,139,0,559,413,15258
,Thu Oct 23 03:27:54 +0000 2014,1,False,0,525126440799723520,525124012112756737,,False,False,en,3,0,False,0,"@dodi70 @DanteB4u @ArrestWilson everything PD say is BS but would still like to know facts, details, etc",524994965366382593,104,0,559,413,15258
,Thu Oct 23 03:33:27 +0000 2014,0,False,0,525127836227497984,525126273547640832,,False,False,en,3,0,False,0,@scottishtoodler @DanteB4u @ArrestWilson They were released by anonymous and can be heard on You Tube.,524994965366382593,102,0,92,157,1447
,Thu Oct 23 03:35:46 +0000 2014,0,False,0,525128420792238081,525127836227497984,,False,False,en,3,0,False,0,"@dodi70 @DanteB4u @ArrestWilson The STLCO PD dispatch, not Ferguson, I want to hear Ferguson. When they say ""not reported"" 2 STLCO PD",524994965366382593,133,0,559,413,15259
,Thu Oct 23 03:41:27 +0000 2014,0,False,0,525129851682824192,525128420792238081,,False,False,en,3,0,False,0,@scottishtoodler @DanteB4u @ArrestWilson Anonymous released the entire day and you here them talk to FPD officers. Too many to pull over.,524994965366382593,137,0,92,157,1447
,Thu Oct 23 17:24:35 +0000 2014,0,False,0,525336998769623040,525124996213919744,,False,False,en,2,0,False,0,@dodi70 @ArrestWilson sorry if pointing out that you are looking at the wrong transcript and listening to the wrong tape is trolling to you,524994965366382593,139,0,15,4,172
,Wed Oct 22 18:46:16 +0000 2014,98,True,1,524995166953033729,,,False,True,en,0,368,False,0,A timeline of what unfolded during the attack in Ottawa http://t.co/J3voI7E41p #OttawaShooting http://t.co/QVG3HQ9f7q,524995166953033729,117,1,543327,415,249317
,Wed Oct 22 18:50:48 +0000 2014,0,False,0,524996306482503680,524995166953033729,,False,False,en,1,0,False,0,@globeandmail did the same guy that shot the soldier go to Parliament bldgs where he was shot? Or 2 diff shooters?,524995166953033729,114,0,128,399,7900
"{'coordinates': [-75.66765039, 45.32103529], 'type': 'Point'}",Wed Oct 22 18:54:44 +0000 2014,1,False,0,524997297596534785,524995166953033729,,False,False,und,1,0,False,0,@globeandmail,524995166953033729,13,0,1,15,4
,Wed Oct 22 18:57:45 +0000 2014,0,False,0,524998057185013761,524995166953033729,,False,False,en,1,0,False,0,@globeandmail : anything known about the sort of responsible assholes?,524995166953033729,70,0,418,557,6788
,Wed Oct 22 18:58:43 +0000 2014,0,True,1,524998301889081346,524995166953033729,,False,False,en,1,0,False,0,"Buen resumen del caos vivido MT ""@globeandmail: A timeline of what unfolded during the attack in #Ottawa http://t.co/7GdiXPna0o”",524995166953033729,128,1,89,648,1170
,Wed Oct 22 19:54:34 +0000 2014,1,False,0,525012356024516608,524995166953033729,,False,False,en,1,1,False,0,@globeandmail - Maybe the Liberals and NDP think we should continue to play a humanitarian roll as we are attacked at home.,524995166953033729,123,0,8,26,11
,Wed Oct 22 19:54:38 +0000 2014,1,False,6,525012372759793665,524995166953033729,,False,False,en,1,1,False,0,"@globeandmail 
#world urges #Turkey-#AKP
To stop baking #IS jihad
&amp; open humanitarian corridor for #Kobane #Rojava http://t.co/4LIgpl44lr",524995166953033729,141,0,210,196,4042
,Wed Oct 22 21:26:41 +0000 2014,0,False,0,525035537451597824,524995166953033729,,False,False,und,1,0,False,0,@globeandmail,524995166953033729,13,0,4,7,3
,Wed Oct 22 21:45:19 +0000 2014,1,True,1,525040227082326016,524995166953033729,,False,False,en,2,0,False,0,“@globeandmail: A timeline of what unfolded during the attack http://t.co/ocvyFHVTNw #OttawaShooting http://t.co/QI87Vq0NS0” @MikeObrand,524995166953033729,136,1,289,632,17723
,Wed Oct 22 18:47:06 +0000 2014,97,False,1,524995375468249088,,,False,True,en,0,170,False,0,This is a very important message to share with children today. #OttawaShooting http://t.co/AP1Gz2grFn,524995375468249088,101,0,666,489,441
,Wed Oct 22 18:56:15 +0000 2014,0,False,1,524997678300536832,524995375468249088,,False,False,en,2,1,False,0,Look for the helpers“@gobo @JenWadge: This is a very important message to share with children today. #OttawaShooting http://t.co/ZB1bhn5Hlu”,524995375468249088,140,0,142,385,946
,Wed Oct 22 19:22:12 +0000 2014,2,False,1,525004209729855488,524995375468249088,,False,False,en,1,1,False,0,“@JenWadge: This is a very important message to share with children today. #OttawaShooting http://t.co/TWgzXkgbSo” Thanks Fred!,524995375468249088,127,0,1038,401,18224
,Wed Oct 22 20:36:17 +0000 2014,0,False,1,525022852807143425,524995375468249088,,False,False,en,1,1,False,0,“@JenWadge: This is a very important message to share with children today. #OttawaShooting http://t.co/lIEhfD4F74” Talk to someone u trust!,524995375468249088,139,0,134,68,659
,Thu Oct 23 12:00:00 +0000 2014,2,False,1,525255315584208896,524995375468249088,,False,False,en,1,1,False,0,So true. So many helpers. RT @JenWadge: This is a very important message to share with children today #OttawaShooting http://t.co/pq6syTwYqQ,524995375468249088,140,0,476,295,2413
,Thu Oct 23 12:59:44 +0000 2014,1,False,1,525270345180536832,524995375468249088,,False,False,en,1,1,False,0,“@JenWadge: This is a very important message to share with children today. #OttawaShooting http://t.co/vvKzCnomeB”,524995375468249088,114,0,2054,494,15847
,Thu Oct 23 17:04:18 +0000 2014,0,False,0,525331896235208704,524995375468249088,,False,False,und,2,0,False,0,@JenWadge @OECTAProv,524995375468249088,20,0,5,12,19
,Thu Oct 23 20:42:38 +0000 2014,0,False,0,525386837838561280,524995375468249088,,False,False,und,1,0,False,0,@JenWadge,524995375468249088,9,0,102,51,459
,Fri Oct 24 22:25:02 +0000 2014,0,False,1,525774995843473408,524995375468249088,,False,False,en,1,0,False,0,@JenWadge as long as  they know who the helpers are #wolvesinsheepsclothing,524995375468249088,75,0,1287,1485,17415
,Wed Oct 22 18:48:04 +0000 2014,98,False,1,524995620088864768,,,False,True,en,0,112,False,0,"The #OttawaShooting suspect who was killed was dropped by a gun nut who trained constantly. You're welcome, pansies.",524995620088864768,116,0,7096,1013,65072
,Wed Oct 22 18:48:41 +0000 2014,2,False,0,524995776486064128,524995620088864768,,False,False,en,1,0,False,0,@bob_owens How do you REALLY feel?,524995620088864768,34,0,8663,793,49366
,Wed Oct 22 18:49:52 +0000 2014,1,False,0,524996071551172608,524995620088864768,,False,False,en,1,0,False,0,@bob_owens One gun nut killed by another? Thanks!,524995620088864768,49,0,81,121,1105
,Wed Oct 22 18:51:15 +0000 2014,0,False,0,524996421909766144,524995620088864768,,False,False,en,1,0,False,0,"@bob_owens I'm sure the professional involved will be delighted to be described as a ""gun nut""",524995620088864768,94,0,458,952,4446
,Wed Oct 22 19:00:52 +0000 2014,1,False,2,524998843000451072,524996071551172608,,False,False,en,2,0,False,0,"@arch1k @bob_owens Do you possess the #CommonsenseCivilRightofArmedSelfDefense ?

#Gunsense",524995620088864768,91,0,277,91,18760
,Wed Oct 22 19:01:53 +0000 2014,0,False,0,524999095698882560,524995620088864768,,False,False,en,2,0,False,0,@bob_owens @Talkmaster Wait a minute! Do you mean he didn't try conflict resolution first?  /sarc.,524995620088864768,98,0,277,91,18760
,Wed Oct 22 19:02:47 +0000 2014,0,False,0,524999323273019392,524995620088864768,,False,False,en,2,0,False,0,@bob_owens @Talkmaster Yet the pansies will still vehemently go after Gun owner's 2nd Amendment rights.,524995620088864768,103,0,791,2001,8730
,Wed Oct 22 19:03:08 +0000 2014,0,False,0,524999411987148800,524998843000451072,,False,False,en,2,0,False,0,@TorcerT @bob_owens Common sense is made up of two words.,524995620088864768,57,0,81,121,1105
,Wed Oct 22 19:03:50 +0000 2014,0,False,0,524999586990268416,524996421909766144,,False,False,en,2,0,False,0,@Ken_Day @bob_owens Yeah really!!!!!,524995620088864768,36,0,432,967,386
,Wed Oct 22 19:08:26 +0000 2014,0,False,0,525000746463666176,524999411987148800,,False,False,en,2,0,False,0,"@arch1k @bob_owens Having trouble with reading comprehension?
Do you possess the Common sense Civil Right of Armed Self Defense ?",524995620088864768,129,0,277,91,18760
,Wed Oct 22 19:14:00 +0000 2014,0,True,0,525002145268269057,525000746463666176,,False,False,en,2,0,False,0,@TorcerT @bob_owens Common sense http://t.co/fjxNrpT0YL - by definition what you are preaching is uncommon.,524995620088864768,107,1,81,121,1105
,Wed Oct 22 19:16:32 +0000 2014,0,False,0,525002785117720576,525002145268269057,,False,False,en,2,0,False,0,"@arch1k @bob_owens Answer the question please.
Do you possess the Common sense Civil Right of Armed Self Defense ?",524995620088864768,114,0,277,91,18760
,Wed Oct 22 19:16:39 +0000 2014,0,False,0,525002814519377920,524995620088864768,,False,False,en,2,0,False,0,".@bob_owens @LADowd Once again. Bad guy with gun stopped only by good guy with gun. Yes, it is THAT simple.",524995620088864768,107,0,95,109,4795
,Wed Oct 22 19:19:18 +0000 2014,0,False,0,525003481552154624,524999323273019392,,False,False,en,3,0,False,0,@Helen47 @bob_owens @Talkmaster you do know where Ottawa is right?,524995620088864768,66,0,75,82,6080
,Wed Oct 22 19:23:03 +0000 2014,0,False,1,525004422829858818,525002785117720576,,False,False,en,2,0,False,0,@TorcerT @bob_owens Sprinkle some random uppercase letters and remove a few spaces; I'm having trouble reading your tweets. (#sarcasm),524995620088864768,134,0,81,121,1105
,Wed Oct 22 19:31:52 +0000 2014,0,False,0,525006641604079616,525004422829858818,,False,False,en,2,0,False,0,"@arch1k @bob_owens No, you're having trouble answering a simple question",524995620088864768,72,0,277,91,18760
,Wed Oct 22 19:33:48 +0000 2014,0,False,1,525007130613780481,525004422829858818,,False,False,en,2,0,False,0,"@arch1k @bob_owens That ques is a great litmus test
Those who agree with the #CommonsenseCivilRightofArmedSelfDefense will simply ans yes.",524995620088864768,138,0,277,91,18760
,Wed Oct 22 19:36:20 +0000 2014,0,False,1,525007765862092800,525004422829858818,,False,False,en,2,0,False,0,"@arch1k @bob_owens Those who are anti-Liberty will dodge and deflect such questions.
#Gunsense",524995620088864768,94,0,277,91,18760
,Wed Oct 22 19:36:57 +0000 2014,0,False,1,525007923941216256,525004422829858818,,False,False,en,2,0,False,0,"@arch1k @bob_owens They would like to say NO, but that reveals their Anti-Liberty belief system
#Gunsense",524995620088864768,105,0,277,91,18760
,Wed Oct 22 19:38:19 +0000 2014,0,False,0,525008265521152001,525006641604079616,,False,False,en,2,0,False,0,@TorcerT @bob_owens As I said. It seems to me that you don't seem to grasp the meaning of the word 'common'. Still need an answer?,524995620088864768,130,0,81,121,1105
,Wed Oct 22 19:45:10 +0000 2014,0,True,0,525009991468851200,525008265521152001,,False,False,en,2,0,False,0,"@arch1k @bob_owens Common
good sense and sound judgement in practical matters:it is all a matter of common sense http://t.co/hB4iA5nfX1",524995620088864768,135,1,272,91,18760
,Wed Oct 22 19:45:54 +0000 2014,0,False,0,525010174332112896,525008265521152001,,False,False,en,2,0,False,0,"@arch1k @bob_owens Now that we’ve dispensed with that dodge, can you please answer the Question.",524995620088864768,96,0,272,91,18760
,Wed Oct 22 20:13:11 +0000 2014,0,False,0,525017039426289665,525008265521152001,,False,False,en,2,0,False,0,@arch1k @bob_owens I’m still waiting for an answer – are you going to now going to argue over the other words in that question.,524995620088864768,127,0,272,91,18760
,Wed Oct 22 20:14:41 +0000 2014,0,False,0,525017419107291136,525010174332112896,,False,False,en,2,0,False,0,"@TorcerT @bob_owens What is common does not need to be preached, for it's common/popular. If you have to keep asking, your question is wrong",524995620088864768,140,0,82,121,1105
,Wed Oct 22 20:16:56 +0000 2014,0,False,0,525017983878721536,525017419107291136,,False,False,en,2,0,False,0,"@arch1k @bob_owens Thank you – you’ve proven my point
Those on the Anti-Liberty side will do all they can to dodge that question.
As you did",524995620088864768,140,0,272,91,18760
,Wed Oct 22 20:19:06 +0000 2014,0,False,0,525018529868038144,525017983878721536,,False,False,en,2,0,False,0,"@TorcerT @bob_owens In Canada armed self defence is not a right but a privilege, and therefore not a matter ""possession"". Your Q is wrong.",524995620088864768,138,0,82,121,1105
,Wed Oct 22 20:22:20 +0000 2014,0,False,0,525019343437189120,525018529868038144,,False,False,en,2,0,False,0,"@TorcerT @bob_owens Aside from American gun nuts, and American ""Anti-liberty"" nuts, there are other nuts in the world. I know. Nuts!",524995620088864768,132,0,82,121,1105
,Wed Oct 22 20:23:09 +0000 2014,0,False,0,525019548572213248,525018529868038144,,False,False,en,2,0,False,0,"@arch1k @bob_owens So is that a Yes or a No?
Your difficulty in answering a simple question should inform you of your stance on Liberty",524995620088864768,135,0,272,91,18760
,Wed Oct 22 20:24:02 +0000 2014,0,False,1,525019769368743936,525019343437189120,,False,False,en,2,0,False,0,"@arch1k @bob_owens Ah yes, now we get into the childish name calling portion of the program
#gunsense",524995620088864768,101,0,272,91,18760
,Wed Oct 22 20:25:20 +0000 2014,0,False,0,525020097661116416,525018529868038144,,False,False,en,2,0,False,0,@arch1k @bob_owens How did that work out in today’s situation?,524995620088864768,62,0,272,91,18760
