is_rumor,thread,in_reply_tweet,event,tweet_id,is_source_tweet,in_reply_user,user_id,tweet_length,symbol_count,user_mentions,urls_count,media_count,hashtags_count,retweet_count,favorite_count,mentions_count,is_truncated,created,has_smile_emoji,sensitive,has_place,has_coords,has_quest,has_exclaim,has_quest_or_exclaim,text,user.handle,user.name,user.tweets_count,user.verified,user.followers_count,user.listed_count,user.desc_length,user.handle_length,user.name_length,user.notifications,user.friends_count,user.time_zone,user.has_bg_img,user.default_pic,user.created_at,user.location,user.profile_sbcolor,user.profile_bgcolor,user.utc_dist
0,580328000400564225,5.803280004005642e+17,germanwings-crash,580328891258023936,0,51241574.0,193963770,136,0,1,1,0,0,0,0,1,0,1427196164000.0,0,0,0,0,0,0,0,"RT@AP: PHOTO: This 2014 file photo shows a Germanwings Airbus 320 parked at the airport in Duesseldorf, Germany: http://t.co/4h8U4MOJKz”",LoriPrichard,Lori Prichard,2449,1,2380,64,63,13,12,0,1264,Mountain Time (US & Canada),1,0,1285209702000.0,1,14412269,14412269,7.0
0,580328000400564225,5.803280004005642e+17,germanwings-crash,580328929250131968,0,51241574.0,325375034,16,0,1,0,0,0,0,0,1,0,1427196173000.0,0,0,0,0,0,0,0,@AP WOW thanks 😒,GrahameRDavis,Grahame,20313,0,257,9,109,7,13,0,635,Eastern Time (US & Canada),1,1,1309239912000.0,1,12639981,12639981,5.0
0,580328000400564225,5.803280004005642e+17,germanwings-crash,580328945075240960,0,51241574.0,2727419193,109,0,1,0,0,2,0,0,1,0,1427196177000.0,0,0,0,0,0,0,0,@AP #wow no way a plane parked at an airport with the cargo door open #madness not even the accident aircraft,houseuamerican,House Un-American AC,284,0,7,0,155,20,14,0,33,,1,1,1406566967000.0,1,12639981,12639981,
0,580328000400564225,5.803280004005642e+17,germanwings-crash,580329590893064192,0,51241574.0,75139609,129,0,1,1,0,0,0,0,1,0,1427196331000.0,0,0,0,0,0,0,0,"This 2014 file photo shows a Germanwings Airbus 320 parked at the airport in Duesseldorf, Germany: http://t.co/eGber7NqpN via @AP",ClaraMartinezT,Clara Martinez Turco,13311,0,917,62,124,20,14,0,756,Rome,1,0,1253228253000.0,1,3880500,14478284,1.0
0,580328000400564225,5.803280004005642e+17,germanwings-crash,580338740163416065,0,51241574.0,157506702,136,0,1,1,0,0,1,0,1,0,1427198512000.0,0,0,1,1,0,0,0,"RT @AP: PHOTO: This 2014 file photo shows a Germanwings Airbus 320 parked at the airport in Duesseldorf, Germany: http://t.co/qyIUxgyHqS",JoelBrownABC11,Joel Brown,2526,0,1990,67,114,10,14,0,1894,Eastern Time (US & Canada),1,0,1276997441000.0,1,0,1315090,5.0
0,580328029852856320,,germanwings-crash,580328029852856320,1,,15513604,119,0,0,0,1,0,31,9,0,0,1427195958000.0,0,0,0,0,0,0,0,"FOX NEWS ALERT: Germanwings Airbus A320 was 24 years old, traveling from Barcelona to Dusseldorf http://t.co/OvBETeYbMt",foxandfriends,FOX & Friends,21560,1,418645,5344,36,13,13,0,1859,Eastern Time (US & Canada),1,0,1216637409000.0,1,16777215,12639981,5.0
0,580328029852856320,5.803280298528563e+17,germanwings-crash,580328331318599680,0,15513604.0,600346411,132,0,1,0,0,0,0,0,1,0,1427196030000.0,0,0,0,0,1,0,1,@foxandfriends Fantastic. Didn't you there at fox hear him say: HE IS SPECULATING ??? Talking heads don't listen to anything really.,amesny,Gary Rogers,843,0,17,0,56,11,6,0,15,Eastern Time (US & Canada),1,1,1338923661000.0,1,12639981,12639981,5.0
0,580328029852856320,5.803280298528563e+17,germanwings-crash,580328599980523520,0,15513604.0,296986026,38,0,1,1,0,0,0,0,1,0,1427196094000.0,0,0,0,0,0,0,0,@foxandfriends https://t.co/vIgkCFktwj,imagestrmpress,imagestreampress,12941,0,250,14,121,16,14,0,945,Central Time (US & Canada),1,0,1305139520000.0,1,12639981,12639981,6.0
0,580328029852856320,5.803280298528563e+17,germanwings-crash,580329635570954240,0,15513604.0,21743685,126,0,1,0,0,0,0,0,1,0,1427196341000.0,0,0,0,0,0,0,0,"@foxandfriends Age of aircraft is rarely an issue. flight hours since engine overhaul, continuous flight time and mech records",MilitaryRosary,Karon Adams,11954,0,517,22,148,11,14,0,179,Eastern Time (US & Canada),0,0,1235471756000.0,1,0,0,5.0
0,580328029852856320,5.803280298528563e+17,germanwings-crash,580330363307864064,0,15513604.0,2160057899,80,0,1,1,0,0,0,0,1,0,1427196515000.0,0,0,0,0,0,0,0,@foxandfriends it wasn't going to slow.  http://t.co/FfG6qXNS6K indicates 500kts,georgetietjen,George Tee,5318,0,98,1,0,10,13,0,123,,1,1,1383129084000.0,0,12639981,12639981,
0,580328029852856320,5.803296355709542e+17,germanwings-crash,580331404468293632,0,21743685.0,3049833302,67,0,2,0,0,0,0,0,2,0,1427196763000.0,0,0,0,0,1,0,1,@MilitaryRosary @foxandfriends I wonder about a possible Hacking???,diane_smith2,Diane Smith,183,0,154,2,86,11,12,0,224,,1,1,1425130835000.0,1,12639981,12639981,
0,580328029852856320,5.803280298528563e+17,germanwings-crash,580331569644195840,0,15513604.0,2318938087,108,0,1,0,0,0,0,0,1,0,1427196802000.0,0,0,0,0,0,0,0,@foxandfriends I do not believe I would get on a plane right now. There seems to be more crashes than usual.,markclark064,Mark Lee Clark,4297,0,233,6,97,14,12,0,316,,1,1,1391089718000.0,1,12639981,12639981,
0,580328029852856320,5.80330363307864e+17,germanwings-crash,580335133921820672,0,2160057899.0,2160057899,81,0,1,0,0,0,0,0,1,0,1427197652000.0,0,0,0,0,0,0,0,"@foxandfriends also, the flight was airborne 30 minutes late. Look at flightaware",georgetietjen,George Tee,5318,0,98,1,0,10,13,0,123,,1,1,1383129084000.0,0,12639981,12639981,
0,580328029852856320,5.803280298528563e+17,germanwings-crash,580978964832743425,0,15513604.0,2571860615,26,0,1,0,0,0,0,0,1,0,1427351153000.0,0,0,0,0,0,0,0,@foxandfriends Inside job.,Nelxonmiranda,NoUnionsF*ckTmstr986,3519,0,1022,12,106,20,13,0,1118,,0,0,1401433533000.0,1,0,0,
0,580328132932022272,,germanwings-crash,580328132932022272,1,,5943072,113,0,0,0,0,1,28,3,0,0,1427195983000.0,0,0,0,0,0,0,0,"#4U9525: The age of the A320 (24 years) is not particularly unusual, though it is at the higher end of the curve.",thatjohn,John Walton,59569,0,7045,299,138,11,8,0,347,Wellington,0,0,1178838761000.0,1,16777215,16777215,12.0
0,580328132932022272,5.803281329320223e+17,germanwings-crash,580328267762126848,0,5943072.0,307938124,113,0,1,0,0,0,0,0,1,0,1427196015000.0,0,0,0,0,1,0,1,@thatjohn Were the planes designed to be doing so many hours and as many take-off and landings as they do though?,HannahRScott,Hannah Scott,8098,0,455,7,153,12,12,0,1072,Brisbane,1,0,1306768327000.0,1,1579550,1710879,9.0
0,580328132932022272,5.803282677621268e+17,germanwings-crash,580328316718075904,0,307938124.0,5943072,18,0,1,0,0,0,0,0,1,0,1427196027000.0,0,0,0,0,0,0,0,@HannahRScott Yep.,thatjohn,John Walton,60082,0,7613,319,155,11,8,0,346,Wellington,0,0,1178838761000.0,1,16777215,16777215,12.0
0,580328132932022272,5.803283167180759e+17,germanwings-crash,580328467905925121,0,5943072.0,307938124,81,0,1,0,0,0,0,0,1,0,1427196063000.0,0,0,0,0,0,1,1,@thatjohn Thank you! Welcome to another night/day on twitter about this disaster.,HannahRScott,Hannah Scott,8098,0,455,7,153,12,12,0,1072,Brisbane,1,0,1306768327000.0,1,1579550,1710879,9.0
0,580328132932022272,5.803281329320223e+17,germanwings-crash,580332270705369088,0,5943072.0,471052002,139,0,3,0,0,0,0,0,3,0,1427196970000.0,0,0,0,0,0,0,0,"“@thatjohn: The age of the A320 (24 years) is not particularly unusual, though it is at the higher end of the curve.” @E__Inda @_anapastor_",alvarogr85,Álvaro GR,3712,0,190,5,155,9,10,0,524,Madrid,1,1,1327236941000.0,1,12639981,12639981,1.0
0,580328198564651008,,germanwings-crash,580328198564651008,1,,31917160,139,0,1,1,1,1,26,4,1,0,1427195999000.0,0,0,0,0,0,0,0,Playback of flight #4U9525 with speed and altitude graph is available on http://t.co/MOQyH9KUrL http://t.co/J084cUaebe (via @flightradar24),MikeP1L0T,Mike Oudiane ,9862,0,1083,37,63,13,9,0,238,Paris,1,0,1239897145000.0,1,16777215,13034222,0.0
0,580328297462140928,,germanwings-crash,580328297462140928,1,,12848262,131,0,0,1,1,1,28,5,0,0,1427196022000.0,0,0,0,0,0,0,0,#Germanwings Airbus A320 flight was travelling from Spain to Germany when it crashed. http://t.co/EDoH4hAD7w http://t.co/ODxFHTAWY9,TorontoStar,TorontoStar,141131,1,405445,5964,107,11,11,0,372,Eastern Time (US & Canada),1,0,1201642716000.0,1,12442797,33972,5.0
0,580328297462140928,5.803282974621409e+17,germanwings-crash,580329254698766336,0,12848262.0,1889861756,20,0,1,0,0,0,0,0,1,0,1427196250000.0,0,0,0,0,0,0,0,@TorontoStar so sad.,hollandawards,johnhollandawards,402,0,137,0,44,17,13,0,288,,1,0,1379762277000.0,1,15658734,11722714,
0,580328297462140928,5.803282974621409e+17,germanwings-crash,580331816483045376,0,12848262.0,3074089481,14,0,1,0,0,0,0,0,1,0,1427196861000.0,0,0,0,0,0,0,0,@TorontoStar 😥,CottiniMarzia,Marzia Cottini,28,0,43,0,106,14,13,0,359,,1,1,1425612954000.0,1,12639981,12639981,
0,580328302939889664,,germanwings-crash,580328302939889664,1,,215258085,93,0,1,0,1,0,34,22,1,0,1427196024000.0,0,0,0,0,0,0,0,R.I.P. My sincere condolences to @germanwings colleagues and families. http://t.co/Ht8srgXkZ2,aeroboqueron,aeroboqueron,26112,0,1622,35,76,12,12,0,1064,Madrid,1,1,1289652116000.0,1,12639981,12639981,0.0
0,580328302939889664,5.803283029398897e+17,germanwings-crash,580328830126178304,0,215258085.0,563492690,51,0,2,0,0,0,0,2,2,0,1427196149000.0,0,0,0,0,0,0,0,@aeroboqueron @germanwings Una autentica desgracia.,mateos_jos,José Mateos,2832,0,78,6,61,11,10,0,83,Madrid,1,0,1335421800000.0,1,16777215,11329238,1.0
0,580328302939889664,5.803283029398897e+17,germanwings-crash,581013807373258752,0,215258085.0,1518702625,130,0,2,0,1,1,1,0,2,0,1427359461000.0,0,0,0,0,0,0,0,“@aeroboqueron: R.I.P. My sincere condolences to @germanwings colleagues and families. http://t.co/wMLdU1GM50” #PrayForGermanWings,ian_bill67,✈️Ian_bill67,3693,0,572,5,104,12,10,0,1999,London,1,0,1371280707000.0,0,12639981,12639981,0.0
0,580328463585841153,,germanwings-crash,580328463585841153,1,,788524,84,0,0,1,0,0,32,6,0,0,1427196062000.0,0,0,0,0,0,0,0,Germanwings Airbus A320 crashes in French Alps - live updates http://t.co/ZCHyZHUQ6Y,guardiannews,Guardian news,85171,1,1683876,27769,51,13,12,0,1317,London,0,0,1172147567000.0,0,16777215,16777215,
0,580328463585841153,5.803284635858412e+17,germanwings-crash,580328900343029761,0,788524.0,473948423,119,0,1,1,0,0,0,0,1,0,1427196166000.0,0,0,0,0,0,0,0,“@guardiannews: Germanwings Airbus A320 crashes in French Alps - live updates http://t.co/LWZGsOkBwg” awful awful news.,edanaming,Edana Minghella,32510,0,3132,85,160,15,9,0,3021,Amsterdam,1,1,1327500313000.0,0,12639981,12639981,1.0
0,580328463585841153,5.803284635858412e+17,germanwings-crash,580329715153522688,0,788524.0,58552429,101,0,1,0,0,1,0,0,1,0,1427196360000.0,0,0,0,0,0,0,0,@guardiannews - my thoughts and prayers are with the passengers of #Germanwings and their loved ones.,baylawi,Abshir Ahmed,19,0,21,0,142,12,7,0,164,,1,1,1248115359000.0,1,12639981,12639981,
0,580328463585841153,5.803284635858412e+17,germanwings-crash,580337536637235200,0,788524.0,192830996,140,0,1,0,0,0,0,0,1,0,1427198225000.0,0,0,0,0,0,0,0,@guardiannews 4 days ago via Der Speigal: news of a serious incident on Bilbao-Munich Lufthansa flight due to sensors freezing- on 5/11/2014,bnanno,bebnan,2490,0,33,0,0,6,6,0,64,Athens,1,1,1284970397000.0,0,12639981,12639981,2.0
0,580328535790907392,,germanwings-crash,580328535790907392,1,,358136545,124,0,1,0,0,2,34,29,1,0,1427196079000.0,0,0,0,0,0,0,0,Thoughts &amp; prayers with the loved ones of the passengers on-board @germanwings #4U9525 #AirbusA320 . Horrendous tragedy.,MPNaveenJindal,Naveen Jindal,10292,1,148669,544,150,13,14,0,233,New Delhi,1,0,1313758318000.0,1,16777215,16575414,4.5
0,580328565255852032,,germanwings-crash,580328565255852032,1,,271413771,138,0,0,1,1,1,26,5,0,0,1427196086000.0,0,0,0,0,0,0,0,#A320 Germanwings plane crash: Majority of victims likely to be German says French President http://t.co/U4yg4ndyBo http://t.co/eHb2UetmxI,HuffPostUK,HuffPost UK,119996,1,124675,2187,121,11,10,0,1755,Amsterdam,0,0,1300972816000.0,0,16777215,15921906,0.0
0,580328582993616896,,germanwings-crash,580328582993616896,1,,16973333,143,0,0,1,0,1,51,6,0,0,1427196090000.0,0,0,0,0,0,0,0,"A320 search &amp; rescue teams are said to be heading to the crash site at Méolans-Revel in the French Alps
#Germanwings http://t.co/gkBze2MTkx",Independent,The Independent,160989,1,1103424,12842,146,15,11,0,1758,London,1,0,1224979229000.0,1,16777215,15461355,
0,580328708675887104,,germanwings-crash,580328708675887104,1,,64643056,134,0,0,1,0,4,71,12,0,0,1427196120000.0,0,0,0,0,0,0,0,DETAILS: #Germanwings Airbus #A320 crashes near small town of #Barcelonnette in Alpes-de-Haute-Provence #4U9525 http://t.co/zU6hn03xzU,RT_com,RT,113482,1,891882,14234,105,2,6,0,482,Moscow,1,0,1249971165000.0,0,16777215,1907997,2.0
0,580328708675887104,5.803287086758871e+17,germanwings-crash,580333623728951296,0,64643056.0,2459278543,102,0,1,1,0,0,0,0,1,0,1427197292000.0,0,0,0,0,0,0,0,"@RT_com BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie",awdnewsgerman,awdnews german,15607,0,518,20,131,14,13,0,1532,,1,0,1398232860000.0,1,12639981,12639981,
0,580328708675887104,5.803287086758871e+17,germanwings-crash,580394175281135616,0,64643056.0,2235299638,62,0,2,0,0,0,0,1,2,0,1427211729000.0,0,0,0,0,0,0,0,@RT_com @RT_com  At least they can't blame this one on Russia.,nickh1877,Nick,4359,0,362,13,82,4,9,0,1223,London,0,0,1387571091000.0,1,0,0,0.0
0,580328848774045696,,germanwings-crash,580328848774045696,1,,15438913,119,0,0,1,1,0,87,18,0,0,1427196154000.0,0,0,0,0,0,0,0,This is what we know about the Germanwings Airbus A320 plane crash so far http://t.co/DsZnmtgLun http://t.co/0X1MgYByK8,MailOnline,Daily Mail Online,130472,1,903752,8150,128,17,10,0,2353,London,1,0,1216117066000.0,0,16777215,0,
0,580328848774045696,5.803288487740457e+17,germanwings-crash,580329771256692736,0,15438913.0,1198993620,27,0,1,0,0,0,0,0,1,0,1427196374000.0,0,0,0,0,0,1,1,@MailOnline holy fkn sheit!,DjValentino45,Valentino 45,469,0,26,2,16,12,13,0,157,,1,1,1361317738000.0,1,12639981,12639981,
0,580329096024047616,,germanwings-crash,580329096024047616,1,,51008528,94,0,0,0,0,0,75,351,0,0,1427196213000.0,0,0,0,0,0,0,0,And I've just heard the news of the GermanWings plane crash😞thoughts go out to those involved😞,Tobjizzle,Tobi,136870,1,323454,198,135,4,9,0,958,London,0,0,1246012865000.0,1,0,0,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329228526288896,0,51008528.0,2858847124,18,0,1,0,0,0,0,1,1,0,1427196244000.0,0,0,0,0,0,0,0,@Tobjizzle 😔 R.I.P,roche_kelseynew,Kelseyy☆,2066,0,630,0,125,8,15,0,1211,,1,1,1415020602000.0,0,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329305575542784,0,51008528.0,2682105378,16,0,1,0,0,0,0,0,1,0,1427196263000.0,0,0,0,0,0,0,0,@Tobjizzle R.I.P,alipgs12345,Muhammad Ali,3836,0,427,3,73,12,11,0,1184,,1,0,1406373816000.0,1,16777215,14495300,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329336307376128,0,51008528.0,2940519137,16,0,1,0,0,0,0,0,1,0,1427196270000.0,0,0,0,0,0,0,0,@Tobjizzle rip😔🙏,jadebrion,JJ☁️,1650,0,202,1,53,4,9,0,224,,1,1,1419499452000.0,0,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329365143064576,0,51008528.0,2987027311,117,0,1,0,0,0,0,0,1,0,1427196277000.0,0,0,0,0,0,0,0,@Tobjizzle hope the families are ok and everyone will be paying their respects unless they have no respect for others,kjasminereemst,Kizza,951,0,61,1,99,5,14,0,51,,1,1,1421498626000.0,1,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329482009120768,0,51008528.0,3093605397,19,0,1,0,0,0,0,0,1,0,1427196305000.0,0,0,0,0,0,0,0,@Tobjizzle R.I.P 😞😢,RichGirlJas_,Jasmine ,136,0,11,0,32,8,12,0,25,,1,1,1426635800000.0,0,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329633826111488,0,51008528.0,2890130883,68,0,1,0,0,0,0,0,1,0,1427196341000.0,0,0,0,0,0,0,0,@Tobjizzle just saw this too 😔 sad now and I have testing tomorrow 😣,platinum_night,❣Platinum❣,5400,0,217,4,145,10,14,0,301,,0,0,1416798372000.0,0,0,0,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329697692651520,0,51008528.0,2987027311,18,0,1,0,0,0,0,0,1,0,1427196356000.0,0,0,0,0,0,0,0,@Tobjizzle R.I.P 😔,kjasminereemst,Kizza,951,0,61,1,99,5,14,0,51,,1,1,1421498626000.0,1,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580329923392438272,0,51008528.0,2737891395,45,0,1,0,0,0,0,0,1,0,1427196410000.0,0,0,0,0,0,1,1,@Tobjizzle R.I.P. 😭 they didn't deserve that!,Dagamergirll,Jen||DGG,2758,0,131,0,83,8,12,0,186,,1,1,1407568265000.0,0,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580330033975336960,0,51008528.0,2484459103,123,0,1,0,0,0,0,0,1,0,1427196436000.0,0,0,0,0,0,1,1,"@Tobjizzle RIP, so many people have died because of these plane crashes. The government needs to look into this SERIOUSLY!!",FazinoHD,Qais,1603,0,4933,5,117,4,8,0,97,London,0,0,1399574357000.0,1,0,10151144,0.0
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580332520060919808,0,51008528.0,2786486129,13,0,1,0,0,0,0,1,1,0,1427197029000.0,0,0,0,0,0,0,0,@Tobjizzle ❤️,Emilyrosexxx,Emily Rose,4567,0,1146,1,8,10,12,0,99,,0,0,1411777675000.0,0,0,0,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580337890875564032,0,51008528.0,216484259,14,0,1,0,0,0,0,0,1,0,1427198309000.0,0,0,0,0,0,0,0,@Tobjizzle rip,howellhippie,nay,14859,0,1170,11,74,3,12,0,1653,Amsterdam,1,0,1289942318000.0,1,0,12639981,1.0
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580342510914039808,0,51008528.0,2809227931,128,0,1,0,0,0,0,0,1,0,1427199411000.0,0,0,0,0,0,0,0,@Tobjizzle absolutely crazy I've been flying with germanwings so many times already and to hear those news... Just unbelievable.,PatViicious,PatVicious,235,0,14,0,111,10,11,0,157,,1,1,1410690556000.0,0,12639981,12639981,
0,580329096024047616,5.803290960240476e+17,germanwings-crash,580400948599762944,0,51008528.0,2739952697,51,0,1,0,0,0,0,0,1,0,1427213344000.0,0,0,0,0,0,0,0,@Tobjizzle i am from Germany and this is so sad RIP,HansHalo,Halo Check,87,0,5,0,0,10,8,0,55,,1,1,1407768243000.0,0,12639981,12639981,
0,580329111064686592,,germanwings-crash,580329111064686592,1,,5943072,138,0,0,0,1,1,57,39,0,0,1427196216000.0,0,0,0,0,0,0,0,It’s not just CNN. This France24 anchor is asking whether it’s normal that planes would fly over mountains. #4U9525 http://t.co/fR6EGJbfKQ,thatjohn,John Walton,59569,0,7039,299,138,11,8,0,347,Wellington,0,0,1178838761000.0,1,16777215,16777215,12.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580329388283068416,0,5943072.0,307938124,125,0,1,0,0,0,1,2,1,0,1427196282000.0,0,0,0,0,0,0,0,@thatjohn One again a lack of knowledge sparks questions about the benefit of being first versus actually having information.,HannahRScott,Hannah Scott,8098,0,455,7,153,12,12,0,1072,Brisbane,1,0,1306768327000.0,1,1579550,1710879,9.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580329541412995072,0,5943072.0,29687956,38,0,1,0,0,0,0,0,1,0,1427196319000.0,0,0,0,0,0,0,0,@thatjohn BBC asking the question too.,AaronBradford,Aaron Marc,3759,0,212,12,108,10,13,0,440,Sydney,1,0,1239186533000.0,1,0,1842204,10.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580329685176832000,0,5943072.0,149807159,11,0,1,0,0,0,0,0,1,0,1427196353000.0,0,0,0,0,0,0,0,@thatjohn 😑,ashraymehta,Ashray Mehta,75,0,37,1,0,12,11,0,151,New Delhi,1,0,1275207002000.0,1,1579550,1710879,4.5
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580330061586403328,0,5943072.0,1885483244,67,0,1,0,0,0,0,0,1,0,1427196443000.0,0,0,0,0,0,0,0,@thatjohn I heard Fox News ask who decides where to land the plane.,kokowadoko12,Some loser actually,9059,0,88,1,37,19,12,0,224,Eastern Time (US & Canada),1,0,1379655442000.0,0,12639981,12639981,5.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580334600800468993,0,5943072.0,19910285,28,0,1,0,0,0,0,0,1,0,1427197525000.0,0,0,0,0,1,0,1,@thatjohn oh my god. What???,Jonny_Hallam,Jonny Hallam,12927,0,6120,349,56,12,12,0,1494,London,0,0,1233586896000.0,1,16777215,1656570,0.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580337469654192128,0,5943072.0,17301087,77,0,2,0,0,0,0,0,2,0,1427198209000.0,0,0,0,0,0,0,0,@thatjohn @shortstack81 Does make u wonder abt. education system in France...,trplback,trplback,11822,0,1031,21,149,8,8,0,1424,Eastern Time (US & Canada),1,1,1226370799000.0,1,12639981,12639981,5.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580338651260841984,0,5943072.0,17439480,106,0,1,0,0,0,0,0,1,0,1427198491000.0,0,0,0,0,0,0,0,@thatjohn *facepalm* I long for the days when being a newsreader meant you had some level of intelligence.,twcau,Michael (twcau),66652,0,937,70,159,15,5,0,678,Perth,1,0,1226920261000.0,1,6214876,39353,7.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580339694157897728,0,5943072.0,612505092,37,0,1,0,0,0,0,0,1,0,1427198739000.0,0,0,0,0,1,0,1,@thatjohn This is really being asked?,SamVimes6,Sam Vimes,12912,0,573,11,152,9,9,0,2000,Berlin,1,1,1340099012000.0,0,12639981,12639981,1.0
0,580329111064686592,5.803291110646866e+17,germanwings-crash,580394201625456640,0,5943072.0,1140164587,53,0,2,0,0,0,0,0,2,0,1427211735000.0,0,0,0,0,1,0,1,@thatjohn @Rand_Simberg Instead of taking the tunnel?,NotClauswitz,NotClauswitz,8244,0,255,4,158,12,12,0,268,,1,0,1359736724000.0,1,16777215,12639981,
0,580329153553141760,,germanwings-crash,580329153553141760,1,,2280470022,117,0,0,1,0,1,63,10,0,0,1427196226000.0,0,0,0,0,0,0,0,UPDATE CRASH This is what we know about the Germanwings #4U9525 Airbus A320 plane crash so far http://t.co/Ah5H6qxIRp,airlivenet,AirLive.net,14441,0,58348,989,35,11,10,0,383,Amsterdam,1,1,1389094680000.0,1,12639981,12639981,0.0
0,580329153553141760,5.803291535531418e+17,germanwings-crash,580329501114146817,0,2280470022.0,248317578,132,0,1,1,0,1,0,0,1,0,1427196309000.0,0,0,0,0,0,0,0,.@airlivenet: UPDATE CRASH This is what we know about the Germanwings #4U9525 Airbus A320 plane crash so far http://t.co/FEiBdIXlua.,pepvilar,pep vilar,6952,0,4224,188,10,9,8,0,1572,,1,1,1297018693000.0,1,12639981,12639981,
0,580329153553141760,5.803291535531418e+17,germanwings-crash,580332065624834048,0,2280470022.0,127632704,96,0,1,0,0,0,1,1,1,0,1427196921000.0,0,0,0,0,1,0,1,"@airlivenet strange conditions. Constant air speed, continuous track. Possible terrorism/hijack?",sterion75,Robbie Wallis,46781,0,450,31,160,13,9,0,220,London,1,1,1269893885000.0,0,12639981,12639981,0.0
0,580329153553141760,5.80332065624834e+17,germanwings-crash,580332538855485440,0,127632704.0,139631790,104,0,2,0,0,0,0,0,2,0,1427197033000.0,0,0,0,0,0,0,0,@sterion75 @airlivenet I agree. This one doesn't look like a normal emergency. I'd call it a hi-jacking.,Minus777,Peter,65379,0,2314,42,81,5,8,0,2460,Brisbane,1,0,1272867380000.0,1,1579550,1710879,9.0
0,580329206158127104,,germanwings-crash,580329206158127104,1,,16973333,139,0,0,1,1,2,69,21,0,0,1427196239000.0,0,0,0,0,0,0,0,#BREAKING: Hollande expresses 'solidarity' with families of A320 airbus victims #Germanwings  http://t.co/gkBze2MTkx http://t.co/1jNcOSTS1Q,Independent,The Independent,161003,1,1103461,12843,146,15,11,0,1758,London,1,0,1224979229000.0,1,16777215,15461355,
0,580329206158127104,5.803292061581271e+17,germanwings-crash,580329403990822912,0,16973333.0,487952954,28,0,1,0,0,0,0,1,1,0,1427196286000.0,0,0,0,0,0,0,0,@Independent a big hypocrite,esslailiS,Salim ESSLAILI,2682,0,1012,3,150,14,9,0,848,Casablanca,1,0,1328827197000.0,1,13882063,15592681,0.0
0,580329206158127104,5.803292061581271e+17,germanwings-crash,580330372589748224,0,16973333.0,429873593,68,0,1,0,0,0,0,0,1,0,1427196517000.0,0,0,0,0,1,1,1,"@Independent 
Who was on that airplane ??

Don't trust government !!",jebren_,Jebren  عاصفة_الحزم#,36011,0,1945,19,102,20,7,0,1685,Kuwait,1,1,1323180183000.0,1,12639981,12639981,2.0
0,580329206158127104,5.803292061581271e+17,germanwings-crash,580331292123881473,0,16973333.0,2241111392,91,0,1,0,0,0,0,0,1,0,1427196736000.0,0,0,0,0,0,0,0,"@Independent Hollande expresses ""solidarity"" and ""sorry"" about all... about his action too.",agtks,Alexandre G,1134,0,560,34,144,11,5,0,385,Athens,0,0,1386783021000.0,1,0,862016,2.0
0,580329206158127104,5.803292061581271e+17,germanwings-crash,580334287083339776,0,16973333.0,2793506633,14,0,1,0,0,0,0,0,1,0,1427197450000.0,0,0,0,0,0,0,0,@Independent ✊,KTRNair1,KTR Nair,6539,0,210,5,0,8,8,0,2002,,1,1,1412049551000.0,0,12639981,12639981,
0,580329219646988289,,germanwings-crash,580329219646988289,1,,7587032,137,0,0,1,1,1,138,20,0,0,1427196242000.0,0,0,0,0,0,0,0,Last position of the #GermanWings Airbus A320 passenger jet that crashed in the French Alps http://t.co/8UPMsinQkX http://t.co/K3etnEPmxk,SkyNews,Sky News,133437,1,1963542,15449,120,8,7,0,17,London,1,0,1184856173000.0,1,0,0,
0,580329219646988289,5.803292196469883e+17,germanwings-crash,580329563265323009,0,7587032.0,2824552901,15,0,1,0,0,0,0,0,1,0,1427196324000.0,0,0,0,0,0,0,0,@SkyNews awful.,stephen4699,Stephen Hopkinson,304,0,18,2,146,17,11,0,150,,1,1,1413098859000.0,1,12639981,12639981,
